BIOGUIDE_ID,OFFICE,QUARTER,CATEGORY,DATE,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,TRANSCODE,TRANSCODELONG,RECORDID,RECIP (orig.)
R000570,HON. PAUL RYAN,2014Q4,OTHER SERVICES,6-Nov,HAPPY HOMES CLEANING CREW,10/1/14,10/31/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0211632,HAPPY HOMES CLEANING CREW
S001165,HON. ALBIO SIRES,2014Q4,OTHER SERVICES,3-Nov,FELICIA LLANEZ,10/1/14,10/31/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0210923,FELICIA LLANEZ
S001165,HON. ALBIO SIRES,2014Q4,OTHER SERVICES,4-Dec,FELICIA LLANEZ,11/1/14,11/30/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0221031,FELICIA LLANEZ
S000522,HON. CHRISTOPHER H. SMITH,2014Q4,OTHER SERVICES,15-Oct,MAIDPRO,8/6/14,8/27/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0205118,MAIDPRO
S000522,HON. CHRISTOPHER H. SMITH,2014Q4,OTHER SERVICES,15-Oct,MAIDPRO,9/3/14,9/24/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0205119,MAIDPRO
S000522,HON. CHRISTOPHER H. SMITH,2014Q4,OTHER SERVICES,17-Nov,MAIDPRO,10/1/14,10/29/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0215466,MAIDPRO
S001195,HON. JASON SMITH,2014Q4,OTHER SERVICES,20-Nov,DEBBIE WESTRICH,11/1/14,11/30/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0217333,DEBBIE WESTRICH
S001195,HON. JASON SMITH,2014Q4,OTHER SERVICES,19-Dec,DEBBIE WESTRICH,12/1/14,12/31/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0228545,DEBBIE WESTRICH
T000465,HON. NIKI TSONGAS,2014Q4,OTHER SERVICES,28-Oct,JOYCE DALTON,10/5/14,10/26/14,JANITORIAL AND MAINT SERV,$ 300.00,2014,AP,Accounts payable,E0209390,JOYCE DALTON
B001279,HON. RON BARBER,2014Q1,OTHER SERVICES,23-Jan,JANI-KING OF TUCSON,1/1/14,1/31/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0109566,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q1,OTHER SERVICES,12-Feb,JANI-KING OF TUCSON,2/1/14,2/28/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0118489,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q1,OTHER SERVICES,18-Mar,JANI-KING OF TUCSON,3/1/14,3/31/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0130054,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q2,OTHER SERVICES,14-Apr,JANI-KING OF TUCSON,4/1/14,4/30/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0140354,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q2,OTHER SERVICES,14-May,JANI-KING OF TUCSON,5/1/14,5/31/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0152099,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q2,OTHER SERVICES,20-Jun,JANI-KING OF TUCSON,6/1/14,6/30/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0166089,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q3,OTHER SERVICES,11-Jul,JANI-KING OF TUCSON,7/1/14,7/31/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0172985,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q3,OTHER SERVICES,8-Aug,JANI-KING OF TUCSON,8/1/14,8/31/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0183218,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q3,OTHER SERVICES,12-Sep,JANI-KING OF TUCSON,9/1/14,9/30/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0194685,JANI-KING OF TUCSON
B001279,HON. RON BARBER,2014Q4,OTHER SERVICES,15-Oct,JANI-KING OF TUCSON,10/1/14,10/31/14,JANITORIAL AND MAINT SERV,$ 305.00,2014,AP,Accounts payable,E0205356,JANI-KING OF TUCSON
R000596,HON. TREY RADEL,2014Q2,OTHER SERVICES,16-Apr,INTERIOR PLANT SCAPES,4/4/14,4/4/14,JANITORIAL AND MAINT SERV,$ 306.00,2014,AP,Accounts payable,E0140947,INTERIOR PLANT SCAPES
S001162,HON. ALLYSON Y. SCHWARTZ,2014Q4,OTHER SERVICES,14-Nov,MC MASTER INC,10/14/14,11/11/14,JANITORIAL AND MAINT SERV,$ 307.50,2014,AP,Accounts payable,E0214755,MC MASTER INC
W000672,HON. FRANK R. WOLF,2015Q1,OTHER SERVICES,23-Jan,TRUESHRED INC,12/15/14,12/15/14,JANITORIAL AND MAINT SERV,$ 309.00,2014,AP,Accounts payable,E0238120,TRUESHRED INC
G000560,HON. TOM GRAVES,2014Q1,OTHER SERVICES,5-Feb,TINA BRAY CUSTOM CLEANING,1/1/14,1/15/14,JANITORIAL AND MAINT SERV,$ 310.00,2014,AP,Accounts payable,E0113209,TINA BRAY CUSTOM CLEANING
G000560,HON. TOM GRAVES,2014Q2,OTHER SERVICES,8-May,TINA BRAY CUSTOM CLEANING,4/16/14,4/30/14,JANITORIAL AND MAINT SERV,$ 310.00,2014,AP,Accounts payable,E0148404,TINA BRAY CUSTOM CLEANING
G000560,HON. TOM GRAVES,2014Q3,OTHER SERVICES,15-Aug,TINA BRAY CUSTOM CLEANING,7/16/14,7/30/14,JANITORIAL AND MAINT SERV,$ 310.00,2014,AP,Accounts payable,E0185356,TINA BRAY CUSTOM CLEANING
R000570,HON. PAUL RYAN,2014Q1,OTHER SERVICES,27-Feb,HOUSEKEEPING BY JODI,1/3/14,1/31/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0122608,HOUSEKEEPING BY JODI
W000207,HON. MELVIN L. WATT,2014Q1,OTHER SERVICES,7-Feb,CHRISTIANAL CLEANING SERVICES,1/1/14,1/31/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0116053,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q1,OTHER SERVICES,14-Mar,CHRISTIANAL CLEANING SERVICES,2/1/14,2/28/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0129519,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q2,OTHER SERVICES,4-Apr,CHRISTIANAL CLEANING SERVICES,3/1/14,3/31/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0136591,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q2,OTHER SERVICES,20-May,CHRISTIANAL CLEANING SERVICES,4/1/14,4/30/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0154029,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q2,OTHER SERVICES,11-Jun,CHRISTIANAL CLEANING SERVICES,5/1/14,5/31/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0162311,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q3,OTHER SERVICES,9-Jul,CHRISTIANAL CLEANING SERVICES,6/1/14,6/30/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0171417,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q3,OTHER SERVICES,5-Aug,CHRISTIANAL CLEANING SERVICES,7/1/14,7/31/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0181164,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q3,OTHER SERVICES,4-Sep,CHRISTIANAL CLEANING SERVICES,8/1/14,8/31/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0191485,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q4,OTHER SERVICES,15-Oct,CHRISTIANAL CLEANING SERVICES,9/1/14,9/30/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0204950,CHRISTIANAL CLEANING SERVICES
W000207,HON. MELVIN L. WATT,2014Q4,OTHER SERVICES,30-Oct,CHRISTIANAL CLEANING SERVICES,10/1/14,10/31/14,JANITORIAL AND MAINT SERV,$ 315.00,2014,AP,Accounts payable,E0210438,CHRISTIANAL CLEANING SERVICES
K000375,HON. WILLIAM R. KEATING,2015Q1,OTHER SERVICES,14-Jan,MAYFLOWER MAIDS INC,12/6/14,12/27/14,JANITORIAL AND MAINT SERV,$ 318.00,2014,AP,Accounts payable,E0235560,MAYFLOWER MAIDS INC
K000375,HON. WILLIAM R. KEATING,2014Q4,OTHER SERVICES,13-Nov,MAYFLOWER MAIDS INC,10/4/14,10/25/14,JANITORIAL AND MAINT SERV,$ 318.00,2014,AP,Accounts payable,E0214475,MAYFLOWER MAIDS INC
C001063,HON. HENRY CUELLAR,2015Q1,OTHER SERVICES,21-Jan,MARIA GUADALUPE OZUNA,12/5/14,12/26/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0237675,MARIA GUADALUPE OZUNA
B001242,HON. TIMOTHY H. BISHOP,2014Q1,OTHER SERVICES,12-Feb,E & E MAINTENANCE L.L.C,1/8/14,1/29/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0117891,E & E MAINTENANCE L.L.C
B001242,HON. TIMOTHY H. BISHOP,2014Q1,OTHER SERVICES,28-Feb,E & E MAINTENANCE L.L.C,2/5/14,2/26/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0123592,E & E MAINTENANCE L.L.C
C001063,HON. HENRY CUELLAR,2014Q1,OTHER SERVICES,12-Mar,ABC JANITORIAL & FLOOR CARE INC,2/7/14,2/28/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0127264,ABC JANITORIAL & FLOOR CARE INC
C001063,HON. HENRY CUELLAR,2014Q1,OTHER SERVICES,26-Mar,ABC JANITORIAL & FLOOR CARE INC,3/7/14,3/28/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0133954,ABC JANITORIAL & FLOOR CARE INC
R000589,HON. E. SCOTT RIGELL,2014Q1,OTHER SERVICES,4-Mar,J&M COMMERCIAL CLEANING SERVICES INC,2/1/14,2/28/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0124013,J&M COMMERCIAL CLEANING SERVICES INC
B001242,HON. TIMOTHY H. BISHOP,2014Q2,OTHER SERVICES,2-Apr,E & E MAINTENANCE L.L.C,3/5/14,3/27/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0136291,E & E MAINTENANCE L.L.C
B001242,HON. TIMOTHY H. BISHOP,2014Q2,OTHER SERVICES,9-Jun,E & E MAINTENANCE L.L.C,5/7/14,5/28/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0161251,E & E MAINTENANCE L.L.C
C001063,HON. HENRY CUELLAR,2014Q2,OTHER SERVICES,13-May,MARIA GUADALUPE OZUNA,4/4/14,4/26/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0151579,MARIA GUADALUPE OZUNA
C001063,HON. HENRY CUELLAR,2014Q2,OTHER SERVICES,9-Jun,MARIA GUADALUPE OZUNA,5/7/14,5/28/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0161419,MARIA GUADALUPE OZUNA
R000589,HON. E. SCOTT RIGELL,2014Q2,OTHER SERVICES,1-Apr,J&M COMMERCIAL CLEANING SERVICES INC,3/1/14,3/31/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0135535,J&M COMMERCIAL CLEANING SERVICES INC
R000589,HON. E. SCOTT RIGELL,2014Q2,OTHER SERVICES,29-Apr,J&M COMMERCIAL CLEANING SERVICES INC,4/30/14,4/30/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0145444,J&M COMMERCIAL CLEANING SERVICES INC
R000589,HON. E. SCOTT RIGELL,2014Q2,OTHER SERVICES,30-Jun,J&M COMMERCIAL CLEANING SERVICES INC,6/1/14,6/30/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0169097,J&M COMMERCIAL CLEANING SERVICES INC
S001187,HON. STEVE STIVERS,2014Q2,OTHER SERVICES,7-May,AFTER FIVE OFFICE CLEANING INC,5/7/14,5/28/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0147969,AFTER FIVE OFFICE CLEANING INC
S001187,HON. STEVE STIVERS,2014Q2,OTHER SERVICES,23-May,AFTER FIVE OFFICE CLEANING INC,3/5/14,3/26/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0155321,AFTER FIVE OFFICE CLEANING INC
S001187,HON. STEVE STIVERS,2014Q2,OTHER SERVICES,5-Jun,AFTER FIVE OFFICE CLEANING INC,6/4/14,6/25/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0159870,AFTER FIVE OFFICE CLEANING INC
B001242,HON. TIMOTHY H. BISHOP,2014Q3,OTHER SERVICES,3-Jul,E & E MAINTENANCE L.L.C,6/4/14,6/25/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0170165,E & E MAINTENANCE L.L.C
B001242,HON. TIMOTHY H. BISHOP,2014Q3,OTHER SERVICES,15-Sep,E & E MAINTENANCE L.L.C,8/6/14,8/28/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0195014,E & E MAINTENANCE L.L.C
C001063,HON. HENRY CUELLAR,2014Q3,OTHER SERVICES,10-Jul,MARIA GUADALUPE OZUNA,6/6/14,6/27/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0172590,MARIA GUADALUPE OZUNA
C001063,HON. HENRY CUELLAR,2014Q3,OTHER SERVICES,1-Aug,MARIA GUADALUPE OZUNA,7/3/14,7/25/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0180509,MARIA GUADALUPE OZUNA
G000562,HON. CORY GARDNER,2014Q3,OTHER SERVICES,16-Jul,DOUGS CARPET&UPHOLSTERY CARE,7/9/14,7/9/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0174718,DOUGS CARPET&UPHOLSTERY CARE
R000589,HON. E. SCOTT RIGELL,2014Q3,OTHER SERVICES,29-Jul,J&M COMMERCIAL CLEANING SERVICES INC,7/1/14,7/31/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0179242,J&M COMMERCIAL CLEANING SERVICES INC
R000589,HON. E. SCOTT RIGELL,2014Q3,OTHER SERVICES,30-Sep,J&M COMMERCIAL CLEANING SERVICES INC,9/1/14,9/30/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0200227,J&M COMMERCIAL CLEANING SERVICES INC
S001187,HON. STEVE STIVERS,2014Q3,OTHER SERVICES,7-Aug,AFTER FIVE OFFICE CLEANING INC,8/6/14,8/27/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0182177,AFTER FIVE OFFICE CLEANING INC
S001187,HON. STEVE STIVERS,2014Q3,OTHER SERVICES,4-Sep,AFTER FIVE OFFICE CLEANING INC,9/3/14,9/24/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0190942,AFTER FIVE OFFICE CLEANING INC
B001242,HON. TIMOTHY H. BISHOP,2014Q4,OTHER SERVICES,8-Oct,E & E MAINTENANCE L.L.C,9/3/14,9/24/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0203092,E & E MAINTENANCE L.L.C
B001242,HON. TIMOTHY H. BISHOP,2014Q4,OTHER SERVICES,9-Dec,E & E MAINTENANCE L.L.C,11/5/14,11/26/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0223067,E & E MAINTENANCE L.L.C
C001063,HON. HENRY CUELLAR,2014Q4,OTHER SERVICES,6-Oct,MARIA GUADALUPE OZUNA,9/5/14,9/26/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0202443,MARIA GUADALUPE OZUNA
C001063,HON. HENRY CUELLAR,2014Q4,OTHER SERVICES,8-Dec,MARIA GUADALUPE OZUNA,11/7/14,11/28/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0222576,MARIA GUADALUPE OZUNA
R000589,HON. E. SCOTT RIGELL,2014Q4,OTHER SERVICES,30-Dec,J&M COMMERCIAL CLEANING SERVICES INC,12/1/14,12/31/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0230614,J&M COMMERCIAL CLEANING SERVICES INC
S001187,HON. STEVE STIVERS,2014Q4,OTHER SERVICES,6-Nov,AFTER FIVE OFFICE CLEANING INC,11/5/14,11/26/14,JANITORIAL AND MAINT SERV,$ 320.00,2014,AP,Accounts payable,E0212038,AFTER FIVE OFFICE CLEANING INC
P000595,HON. GARY C. PETERS,2014Q4,OTHER SERVICES,22-Dec,BULLDOG RECORDS MANAGEMENT INC,12/11/14,12/11/14,JANITORIAL AND MAINT SERV,$ 321.22,2014,AP,Accounts payable,E0228894,BULLDOG RECORDS MANAGEMENT INC
M001171,HON. DANIEL B. MAFFEI,2015Q1,OTHER SERVICES,19-Feb,CITI PCARD-PROSHRED SECURITY SYRA,12/29/14,1/2/15,JANITORIAL AND MAINT SERV,$ 324.00,2014,AP,Accounts payable,775819,CITI PCARD-PROSHRED SECURITY SYRA
H001059,HON. RANDY HULTGREN,2014Q1,OTHER SERVICES,5-Feb,SPARKLE JANITORIAL SERVICE,2/1/14,2/28/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0114088,SPARKLE JANITORIAL SERVICE
H001059,HON. RANDY HULTGREN,2014Q1,OTHER SERVICES,5-Feb,SPARKLE JANITORIAL SERVICE,1/1/14,1/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0114090,SPARKLE JANITORIAL SERVICE
I000056,HON. DARRELL E. ISSA,2014Q1,OTHER SERVICES,28-Jan,GRACIELA MARIE MASON,1/1/14,1/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0111656,GRACIELA MARIE MASON
I000056,HON. DARRELL E. ISSA,2014Q1,OTHER SERVICES,18-Feb,GRACIELA MARIE MASON,2/1/14,2/28/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0119584,GRACIELA MARIE MASON
I000056,HON. DARRELL E. ISSA,2014Q1,OTHER SERVICES,13-Mar,GRACIELA MARIE MASON,3/1/14,3/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0128846,GRACIELA MARIE MASON
S001195,HON. JASON T. SMITH,2014Q1,OTHER SERVICES,23-Jan,DEBBIE WESTRICH,1/1/14,1/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0109599,DEBBIE WESTRICH
H001059,HON. RANDY HULTGREN,2014Q2,OTHER SERVICES,9-May,SPARKLE JANITORIAL SERVICE,5/1/14,5/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0149378,SPARKLE JANITORIAL SERVICE
H001059,HON. RANDY HULTGREN,2014Q2,OTHER SERVICES,12-May,SPARKLE JANITORIAL SERVICE,4/1/14,4/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0149408,SPARKLE JANITORIAL SERVICE
H001059,HON. RANDY HULTGREN,2014Q2,OTHER SERVICES,6-Jun,SPARKLE JANITORIAL SERVICE,6/1/14,6/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0160034,SPARKLE JANITORIAL SERVICE
I000056,HON. DARRELL E. ISSA,2014Q2,OTHER SERVICES,14-Apr,GRACIELA MARIE MASON,4/1/14,4/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0141284,GRACIELA MARIE MASON
I000056,HON. DARRELL E. ISSA,2014Q2,OTHER SERVICES,7-May,GRACIELA MARIE MASON,5/1/14,5/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0149043,GRACIELA MARIE MASON
I000056,HON. DARRELL E. ISSA,2014Q2,OTHER SERVICES,23-Jun,GRACIELA MARIE MASON,6/1/14,6/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0166643,GRACIELA MARIE MASON
S001195,HON. JASON T. SMITH,2014Q2,OTHER SERVICES,4-Apr,DEBBIE WESTRICH,3/1/14,3/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0136961,DEBBIE WESTRICH
S001195,HON. JASON T. SMITH,2014Q2,OTHER SERVICES,22-Apr,DEBBIE WESTRICH,4/1/14,4/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0143602,DEBBIE WESTRICH
H001059,HON. RANDY HULTGREN,2014Q3,OTHER SERVICES,16-Jul,SPARKLE JANITORIAL SERVICE,7/1/14,7/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0174409,SPARKLE JANITORIAL SERVICE
H001059,HON. RANDY HULTGREN,2014Q3,OTHER SERVICES,18-Aug,SPARKLE JANITORIAL SERVICE,8/1/14,8/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0185386,SPARKLE JANITORIAL SERVICE
H001059,HON. RANDY HULTGREN,2014Q3,OTHER SERVICES,18-Sep,SPARKLE JANITORIAL SERVICE,9/1/14,9/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0196440,SPARKLE JANITORIAL SERVICE
I000056,HON. DARRELL E. ISSA,2014Q3,OTHER SERVICES,5-Aug,GRACIELA MARIE MASON,7/1/14,7/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0181244,GRACIELA MARIE MASON
I000056,HON. DARRELL E. ISSA,2014Q3,OTHER SERVICES,13-Aug,GRACIELA MARIE MASON,8/1/14,8/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0184398,GRACIELA MARIE MASON
I000056,HON. DARRELL E. ISSA,2014Q3,OTHER SERVICES,11-Sep,GRACIELA MARIE MASON,9/1/14,9/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0193847,GRACIELA MARIE MASON
R000577,HON. TIMOTHY J. RYAN,2014Q3,OTHER SERVICES,17-Jul,HARRY STRAWN,6/1/14,6/29/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0175132,HARRY STRAWN
S001195,HON. JASON T. SMITH,2014Q3,OTHER SERVICES,16-Jul,DEBBIE WESTRICH,6/1/14,6/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0175377,DEBBIE WESTRICH
S001195,HON. JASON T. SMITH,2014Q3,OTHER SERVICES,24-Aug,DEBBIE WESTRICH,8/1/14,8/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0187741,DEBBIE WESTRICH
H001059,HON. RANDY HULTGREN,2014Q4,OTHER SERVICES,20-Oct,SPARKLE JANITORIAL SERVICE,10/1/14,10/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0206512,SPARKLE JANITORIAL SERVICE
H001059,HON. RANDY HULTGREN,2014Q4,OTHER SERVICES,24-Nov,SPARKLE JANITORIAL SERVICE,11/1/14,11/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0218523,SPARKLE JANITORIAL SERVICE
H001059,HON. RANDY HULTGREN,2014Q4,OTHER SERVICES,26-Nov,SPARKLE JANITORIAL SERVICE,12/1/14,12/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0219482,SPARKLE JANITORIAL SERVICE
I000056,HON. DARRELL E. ISSA,2014Q4,OTHER SERVICES,23-Oct,GRACIELA MARIE MASON,10/1/14,10/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0208490,GRACIELA MARIE MASON
I000056,HON. DARRELL E. ISSA,2014Q4,OTHER SERVICES,18-Nov,GRACIELA MARIE MASON,11/1/14,11/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0215986,GRACIELA MARIE MASON
I000056,HON. DARRELL E. ISSA,2014Q4,OTHER SERVICES,12-Dec,GRACIELA MARIE MASON,12/1/14,12/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0225486,GRACIELA MARIE MASON
R000577,HON. TIMOTHY J. RYAN,2014Q4,OTHER SERVICES,12-Dec,HARRY STRAWN,11/2/14,11/30/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0224721,HARRY STRAWN
S001195,HON. JASON SMITH,2014Q4,OTHER SERVICES,21-Oct,DEBBIE WESTRICH,10/1/14,10/31/14,JANITORIAL AND MAINT SERV,$ 325.00,2014,AP,Accounts payable,E0207443,DEBBIE WESTRICH
T000266,HON. JOHN F. TIERNEY,2015Q1,OTHER SERVICES,13-Jan,HERITAGE INDUSTRIES,10/14/14,10/31/14,JANITORIAL AND MAINT SERV,$ 325.02,2014,AP,Accounts payable,E0235145,HERITAGE INDUSTRIES
H000067,HON. RALPH M. HALL,2014Q1,OTHER SERVICES,30-Jan,RAP SERVICES,1/19/14,1/19/14,JANITORIAL AND MAINT SERV,$ 325.10,2014,AP,Accounts payable,E0113044,RAP SERVICES
M000087,HON. CAROLYN B. MALONEY,2014Q4,OTHER SERVICES,17-Nov,MAJIK CLEANING SERVICE INC,11/3/14,11/24/14,JANITORIAL AND MAINT SERV,$ 329.00,2014,AP,Accounts payable,E0215425,MAJIK CLEANING SERVICE INC
C001101,HON. KATHERINE M. CLARK,2015Q1,OTHER SERVICES,9-Jan,UNITEDCLEANING COM INC,12/1/14,12/31/14,JANITORIAL AND MAINT SERV,$ 330.00,2014,AP,Accounts payable,E0233975,UNITEDCLEANING COM INC
C001101,HON. KATHERINE M. CLARK,2014Q2,OTHER SERVICES,22-Apr,UNITEDCLEANING COM INC,3/31/14,3/31/14,JANITORIAL AND MAINT SERV,$ 330.00,2014,AP,Accounts payable,E0143392,UNITEDCLEANING COM INC
C001101,HON. KATHERINE M. CLARK,2014Q2,OTHER SERVICES,30-May,UNITEDCLEANING COM INC,4/30/14,4/30/14,JANITORIAL AND MAINT SERV,$ 330.00,2014,AP,Accounts payable,E0158021,UNITEDCLEANING COM INC
C001101,HON. KATHERINE M. CLARK,2014Q2,OTHER SERVICES,20-Jun,UNITEDCLEANING COM INC,5/1/14,5/31/14,JANITORIAL AND MAINT SERV,$ 330.00,2014,AP,Accounts payable,E0166044,UNITEDCLEANING COM INC
