BIOGUIDE_ID,OFFICE,QUARTER,CATEGORY,DATE,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,TRANSCODE,TRANSCODELONG,RECORDID,RECIP (orig.)
K000362,HON. STEVE KING,2015Q1,EQUIPMENT,12-Mar,DELL MARKETING LP,12/23/14,1/4/15,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 11","$11,775.83",2014,AP,Accounts payable,779515,DELL MARKETING LP
,COMMUNICATIONS SERVICES,2014Q3,EQUIPMENT,29-Aug,MATRIX SOLUTIONS INC,8/27/14,8/27/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 114","$113,801.64",FISCAL YEAR 2014,AP,Accounts payable,748031,MATRIX SOLUTIONS INC
,SUPPLIES AND MATERIALS,2014Q4,EQUIPMENT,24-Dec,METRO DATA NETWORKS C/O HAMILTON-RYKER,11/20/14,11/20/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 13","$8,450.00",FISCAL YEAR 2015,AP,Accounts payable,768251,METRO DATA NETWORKS C/O HAMILTON-RYKER
,COMMUNICATIONS SERVICES,2014Q4,EQUIPMENT,4-Nov,TSRC INC,5/19/14,5/19/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 130","$13,481.00",FISCAL YEAR 2014,AP,Accounts payable,758489,TSRC INC
C000714,"HON. JOHN CONYERS, JR.",2015Q1,EQUIPMENT,4-Feb,MORE DIRECT INC,12/4/14,12/11/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 2",$81.00,2014,AP,Accounts payable,773449,MORE DIRECT INC
H001066,HON. STEVEN A. HORSFORD,2014Q3,EQUIPMENT,8-Jul,ADORAMA INC,1/13/14,1/13/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 2","$1,293.90",2013,AP,Accounts payable,737956,ADORAMA INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q2,EQUIPMENT,1-Apr,NEOBITS INC,3/17/14,3/17/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 2","$2,007.86",FISCAL YEAR 2014,AP,Accounts payable,721967,NEOBITS INC
,COMMUNICATIONS SERVICES,2014Q4,EQUIPMENT,10-Nov,MATRIX SOLUTIONS INC,8/28/14,8/28/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 2","$3,106.52",FISCAL YEAR 2014,AP,Accounts payable,758639,MATRIX SOLUTIONS INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q2,EQUIPMENT,5-May,AVAYA,4/16/14,4/16/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 2","$3,929.48",FISCAL YEAR 2014,AP,Accounts payable,727503,AVAYA
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,26-Nov,INTELLIGENT DECISIONS INC,9/8/14,9/8/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 2","$14,496.58",FISCAL YEAR 2014,AP,Accounts payable,763249,INTELLIGENT DECISIONS INC
,ENTERPRISE OPERATIONS,2014Q4,EQUIPMENT,14-Oct,CDW GOVERNMENT INC. C/O ISM IN,9/26/14,9/26/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 2","$97,643.00",FISCAL YEAR 2015,AP,Accounts payable,753810,CDW GOVERNMENT INC. C/O ISM IN
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,14-Nov,INTELLIGENT DECISIONS INC,10/7/14,10/7/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 20","$11,343.00",FISCAL YEAR 2014,AP,Accounts payable,758942,INTELLIGENT DECISIONS INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q1,EQUIPMENT,6-Feb,INTELLIGENT DECISIONS INC,1/22/14,1/22/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 24","$13,611.60",FISCAL YEAR 2014,AP,Accounts payable,711181,INTELLIGENT DECISIONS INC
,COMMITTEE ON BUDGET,2014Q1,EQUIPMENT,5-Mar,STORAGEHAWK,2/12/14,2/12/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 24","$17,112.00",2014,AP,Accounts payable,716426,STORAGEHAWK
,COMMITTEE ON FINANCIAL SERVICE,2015Q1,EQUIPMENT,24-Feb,MORE DIRECT INC,12/4/14,12/4/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 3",$406.68,2014,AP,Accounts payable,778480,MORE DIRECT INC
B001245,HON. MADELEINE Z. BORDALLO,2014Q3,EQUIPMENT,21-Aug,DELL MARKETING LP,4/6/14,4/15/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 3","$4,404.93",2013,AP,Accounts payable,747523,DELL MARKETING LP
,NET EXP OF EQUIP,2014Q1,EQUIPMENT,10-Mar,DELL MARKETING LP,2/4/14,2/4/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 3","$13,272.63",FISCAL YEAR 2014,AP,Accounts payable,717030,DELL MARKETING LP
,FORD DC ENHANCE,2014Q1,EQUIPMENT,20-Mar,SIGNAL PERFECTION LTD,2/14/14,2/14/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 3","$20,163.15",FISCAL YEAR 2013,AP,Accounts payable,721372,SIGNAL PERFECTION LTD
,CLERK OF THE HOUSE,2014Q2,EQUIPMENT,30-May,STORAGEHAWK,4/25/14,4/25/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 4","$2,288.00",FISCAL YEAR 2014,AP,Accounts payable,732514,STORAGEHAWK
,CLERK OF THE HOUSE,2014Q2,EQUIPMENT,30-May,STORAGEHAWK,4/25/14,4/25/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 4","$2,288.00",FISCAL YEAR 2014,AP,Accounts payable,732525,STORAGEHAWK
,CLERK OF THE HOUSE,2014Q2,EQUIPMENT,30-Apr,KNOWLEDGE INFORMATION SOLUTION INC,4/21/14,4/21/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 4","$2,449.72",FISCAL YEAR 2014,AP,Accounts payable,727236,KNOWLEDGE INFORMATION SOLUTION INC
B001245,HON. MADELEINE Z. BORDALLO,2014Q3,EQUIPMENT,21-Aug,DELL MARKETING LP,4/6/14,4/15/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 4","$3,551.96",2013,AP,Accounts payable,747523,DELL MARKETING LP
K000362,HON. STEVE KING,2015Q1,EQUIPMENT,12-Mar,DELL MARKETING LP,12/23/14,1/4/15,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 4","$6,599.48",2014,AP,Accounts payable,779515,DELL MARKETING LP
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q1,EQUIPMENT,6-Feb,INTELLIGENT DECISIONS INC,1/22/14,1/22/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 4","$25,536.00",FISCAL YEAR 2014,AP,Accounts payable,711181,INTELLIGENT DECISIONS INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,8-Jul,INTELLIGENT DECISIONS INC,6/24/14,6/24/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 40","$22,686.00",FISCAL YEAR 2014,AP,Accounts payable,737959,INTELLIGENT DECISIONS INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,27-Aug,INTELLIGENT DECISIONS INC,8/14/14,8/14/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 5",$712.50,FISCAL YEAR 2014,AP,Accounts payable,747803,INTELLIGENT DECISIONS INC
L000480,HON. NITA N. LOWEY,2015Q1,EQUIPMENT,13-Mar,DELL MARKETING LP,12/16/14,12/16/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 5","$6,253.40",2014,AP,Accounts payable,779609,DELL MARKETING LP
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,15-Aug,AVAYA FEDERAL SOLUTIONS INC,8/6/14,8/6/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 56","$32,100.32",FISCAL YEAR 2014,AP,Accounts payable,743521,AVAYA FEDERAL SOLUTIONS INC
,ENTERPRISE OPERATIONS,2014Q4,EQUIPMENT,14-Oct,CDW GOVERNMENT INC. C/O ISM IN,9/26/14,9/26/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 64","$9,324.00",FISCAL YEAR 2015,AP,Accounts payable,753810,CDW GOVERNMENT INC. C/O ISM IN
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,2-Dec,AVAYA FEDERAL SOLUTIONS INC,10/20/14,10/20/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 7","$17,683.75",FISCAL YEAR 2014,AP,Accounts payable,763372,AVAYA FEDERAL SOLUTIONS INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,31-Jul,AVAYA,7/29/14,7/29/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 8","$5,239.28",FISCAL YEAR 2014,AP,Accounts payable,742821,AVAYA
,CAO ADVANCED BUSINESS SOLUTION,2014Q2,EQUIPMENT,6-May,RED RIVER COMPUTER COMPANY INC,3/31/14,4/16/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 9","$7,459.56",FISCAL YEAR 2014,AP,Accounts payable,727529,RED RIVER COMPUTER COMPANY INC
C001059,HON. JIM COSTA,2014Q3,EQUIPMENT,5-Sep,DELL MARKETING LP,3/25/14,3/26/14,"COMPUTER HARDW PURCH LESS THAN $25,000 QTY - 9","$12,995.56",2013,AP,Accounts payable,748162,DELL MARKETING LP
H001060,HON. ROBERT HURT,2015Q1,EQUIPMENT,20-Jan,CITI PCARD-APL ITUNES.COM,11/29/14,12/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$1.98,2014,AP,Accounts payable,772401,CITI PCARD-APL ITUNES.COM
,COMMUNICATIONS,2014Q1,EQUIPMENT,26-Feb,CDW GOVERNMENT INC. C/O ISM IN,1/28/14,1/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$19.94,FISCAL YEAR 2014,AP,Accounts payable,716063,CDW GOVERNMENT INC. C/O ISM IN
S000051,HON. MARK SANFORD,2014Q1,EQUIPMENT,12-Feb,"KOHAN,JONATHAN A",1/24/14,1/24/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$29.95,2014,AP,Accounts payable,E0118324,"KOHAN,JONATHAN A"
K000379,"HON. JOSEPH P. KENNEDY, III",2014Q3,EQUIPMENT,17-Sep,"KAUFMAN, EMILY M",8/13/14,8/13/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$31.86,2014,AP,Accounts payable,E0196282,"KAUFMAN, EMILY M"
F000456,HON. JOHN FLEMING,2014Q4,EQUIPMENT,27-Oct,"GARTZKE, DANA",10/23/14,10/23/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$49.99,2014,AP,Accounts payable,E0209154,"GARTZKE, DANA"
F000456,HON. JOHN FLEMING,2014Q4,EQUIPMENT,3-Nov,"MALONE,MARK E",10/23/14,10/23/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$49.99,2014,AP,Accounts payable,E0210764,"MALONE,MARK E"
F000456,HON. JOHN FLEMING,2014Q4,EQUIPMENT,24-Dec,"MALONE,MARK E",12/13/14,12/13/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$69.99,2014,AP,Accounts payable,E0229958,"MALONE,MARK E"
L000263,HON. SANDER M. LEVIN,2014Q2,EQUIPMENT,27-May,MORE DIRECT INC,4/7/14,4/7/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$70.82,2014,AP,Accounts payable,E0155954,MORE DIRECT INC
R000580,HON. PETER J. ROSKAM,2014Q3,EQUIPMENT,26-Aug,"THOMPSON,DEAN J",8/5/14,8/5/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$89.90,2014,AP,Accounts payable,E0188262,"THOMPSON,DEAN J"
,TRANSPORTATION-INFRASTRUCTURE,2014Q1,EQUIPMENT,27-Mar,"GILMAN, EDWARD L",3/12/14,3/12/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$149.99,2014,AP,Accounts payable,E0132958,"GILMAN, EDWARD L"
E000293,HON. ELIZABETH H. ESTY,2015Q1,EQUIPMENT,19-Feb,CITI PCARD-ROSETTA STONE,12/29/14,1/2/15,"COMPUTER SOFTW PURCH LESS THAN $10,000",$169.10,2014,AP,Accounts payable,775819,CITI PCARD-ROSETTA STONE
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,16-Oct,SWORD & SHIELD ENTERPRISE,10/6/14,10/6/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$257.46,FISCAL YEAR 2014,AP,Accounts payable,755519,SWORD & SHIELD ENTERPRISE
,HOMELAND SECURITY,2015Q1,EQUIPMENT,11-Mar,FILEMAKER INC,12/22/14,12/23/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$540.00,2014,AP,Accounts payable,779343,FILEMAKER INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,21-Jul,CITI PCARD-UNIX PACKAGES LLC,5/29/14,6/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$540.00,FISCAL YEAR 2014,AP,Accounts payable,742465,CITI PCARD-UNIX PACKAGES LLC
B001257,HON. GUS M. BILIRAKIS,2015Q1,EQUIPMENT,18-Feb,LOCKHEED MARTIN DESKTOP SOLUTIONS INC,2/11/15,2/11/15,"COMPUTER SOFTW PURCH LESS THAN $10,000",$540.49,2014,AP,Accounts payable,775778,LOCKHEED MARTIN DESKTOP SOLUTIONS INC
N000187,HON. GLORIA NEGRETE MCLEOD,2014Q2,EQUIPMENT,16-May,CDW GOVERNMENT INC. C/O ISM IN,4/8/14,4/8/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$575.00,2014,AP,Accounts payable,E0150809,CDW GOVERNMENT INC. C/O ISM IN
,COMM ON EDUCATION & WORKFORCE,2014Q2,EQUIPMENT,20-Jun,CDW GOVERNMENT INC. C/O ISM IN,3/10/14,3/10/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$575.00,2014,AP,Accounts payable,737261,CDW GOVERNMENT INC. C/O ISM IN
J000126,HON. EDDIE BERNICE JOHNSON,2015Q1,EQUIPMENT,30-Mar,CDW GOVERNMENT INC. C/O ISM IN,3/11/15,3/11/15,"COMPUTER SOFTW PURCH LESS THAN $10,000",$583.53,2014,AP,Accounts payable,784262,CDW GOVERNMENT INC. C/O ISM IN
M001165,HON. KEVIN MCCARTHY,2014Q3,EQUIPMENT,11-Sep,GEORGE W ALLEN COMPANY INC,9/9/14,9/9/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$598.00,2014,AP,Accounts payable,748497,GEORGE W ALLEN COMPANY INC
S000248,HON. JOSE E. SERRANO,2015Q1,EQUIPMENT,13-Mar,MORE DIRECT INC,12/15/14,12/17/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$599.00,2014,AP,Accounts payable,779552,MORE DIRECT INC
,COMMITTEE ON BENGHAZI,2014Q4,EQUIPMENT,5-Nov,MORE DIRECT INC,7/22/14,7/22/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$599.00,2014,AP,Accounts payable,758530,MORE DIRECT INC
,COMMITTEE ON FINANCIAL SERVICE,2014Q2,EQUIPMENT,20-May,"CITI PCARD-ADOBE SYSTEMS, INC",3/29/14,4/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$599.88,2014,AP,Accounts payable,732083,"CITI PCARD-ADOBE SYSTEMS, INC"
W000791,HON. GREG WALDEN,2015Q1,EQUIPMENT,23-Jan,"MACDONALD, BRIAN C",1/2/15,1/2/15,"COMPUTER SOFTW PURCH LESS THAN $10,000",$603.02,2014,AP,Accounts payable,E0238712,"MACDONALD, BRIAN C"
,COMMITTEE ON APPROPRIATIONS,2014Q3,EQUIPMENT,10-Sep,MORE DIRECT INC,5/7/14,9/5/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$615.22,FISCAL YEAR 2014,AP,Accounts payable,748421,MORE DIRECT INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,23-Sep,CITI PCARD-MSFT MICROSOFTSTORE,7/29/14,8/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$623.91,FISCAL YEAR 2014,AP,Accounts payable,752863,CITI PCARD-MSFT MICROSOFTSTORE
C001072,HON. ANDRE CARSON,2014Q2,EQUIPMENT,10-Jun,SYMFODIUM LLC,3/13/14,3/13/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$650.00,2014,AP,Accounts payable,E0158549,SYMFODIUM LLC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q2,EQUIPMENT,6-Jun,BARCODING INC,5/30/14,5/30/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$729.67,FISCAL YEAR 2014,AP,Accounts payable,732804,BARCODING INC
P000608,HON. SCOTT H. PETERS,2014Q3,EQUIPMENT,17-Sep,"PINTAR, MARYANNE",8/1/14,8/1/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$799.00,2014,AP,Accounts payable,E0196623,"PINTAR, MARYANNE"
S000344,HON. BRAD SHERMAN,2015Q1,EQUIPMENT,5-Feb,"ABRAMS, SCOTT W",12/22/14,12/22/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$808.47,2014,AP,Accounts payable,E0243295,"ABRAMS, SCOTT W"
,SUPPLIES AND MATERIALS,2014Q4,EQUIPMENT,24-Dec,METRO DATA NETWORKS C/O HAMILTON-RYKER,11/20/14,11/20/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$832.00,FISCAL YEAR 2015,AP,Accounts payable,768251,METRO DATA NETWORKS C/O HAMILTON-RYKER
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q1,EQUIPMENT,21-Mar,CITI PCARD-TEKLYNX,1/29/14,2/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$858.00,FISCAL YEAR 2014,AP,Accounts payable,721607,CITI PCARD-TEKLYNX
,LAW REVISION COUNSEL,2014Q4,EQUIPMENT,17-Dec,MORE DIRECT INC,8/1/14,8/1/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$910.58,FISCAL YEAR 2014,AP,Accounts payable,767967,MORE DIRECT INC
,COMMITTEE ON FOREIGN AFFAIRS,2015Q1,EQUIPMENT,4-Feb,MORE DIRECT INC,12/18/14,1/11/15,"COMPUTER SOFTW PURCH LESS THAN $10,000",$919.00,2014,AP,Accounts payable,773309,MORE DIRECT INC
C000714,"HON. JOHN CONYERS, JR.",2014Q3,EQUIPMENT,19-Sep,TIMES SYSTEMS INTERNATIONAL,12/10/14,12/9/15,"COMPUTER SOFTW PURCH LESS THAN $10,000",$945.00,2014,AP,Accounts payable,E0196260,TIMES SYSTEMS INTERNATIONAL
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,21-Oct,CITI PCARD-CDW GOVERNMENT,8/29/14,9/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$972.98,FISCAL YEAR 2014,AP,Accounts payable,757962,CITI PCARD-CDW GOVERNMENT
,SUPPLIES AND MATERIALS,2014Q1,EQUIPMENT,24-Feb,MORE DIRECT INC,2/14/14,2/14/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$995.00,FISCAL YEAR 2013,AP,Accounts payable,715916,MORE DIRECT INC
,SUPPLIES AND MATERIALS,2014Q2,EQUIPMENT,28-May,MORE DIRECT INC,10/7/14,10/7/14,"COMPUTER SOFTW PURCH LESS THAN $10,000",$995.00,FISCAL YEAR 2014,AP,Accounts payable,732393,MORE DIRECT INC
,COMMITTEE ON NATURAL RESOURCES,2014Q3,EQUIPMENT,17-Sep,BERMAN DATABASE SYSTEMS,9/11/14,9/11/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,000.00",2014,AP,Accounts payable,E0196047,BERMAN DATABASE SYSTEMS
H001066,HON. STEVEN A. HORSFORD,2014Q4,EQUIPMENT,5-Dec,CDW GOVERNMENT INC. C/O ISM IN,1/28/14,1/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,173.74",2013,AP,Accounts payable,763606,CDW GOVERNMENT INC. C/O ISM IN
,COMM ON EDUCATION & WORKFORCE,2014Q4,EQUIPMENT,13-Nov,CDW GOVERNMENT INC. C/O ISM IN,7/18/14,7/18/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,182.16",2013,AP,Accounts payable,758837,CDW GOVERNMENT INC. C/O ISM IN
,COMMITTEE ON FOREIGN AFFAIRS,2015Q1,EQUIPMENT,9-Jan,WALDEN WORKS,12/15/14,12/15/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,200.00",2014,AP,Accounts payable,E0233944,WALDEN WORKS
,COMMITTEE ON FOREIGN AFFAIRS,2015Q1,EQUIPMENT,9-Jan,WALDEN WORKS,12/17/14,12/17/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,200.00",2014,AP,Accounts payable,E0233962,WALDEN WORKS
,LAW REVISION COUNSEL,2014Q2,EQUIPMENT,16-Jun,GITHUB INC,5/22/14,5/22/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,200.00",FISCAL YEAR 2014,AP,Accounts payable,733233,GITHUB INC
I000056,HON. DARRELL E. ISSA,2014Q2,EQUIPMENT,21-Apr,CITI PCARD-TEC R,3/1/14,3/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,229.00",2014,AP,Accounts payable,726853,CITI PCARD-TEC R
K000380,HON. DANIEL T. KILDEE,2014Q3,EQUIPMENT,1-Jul,MORE DIRECT INC,5/14/14,5/14/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,281.79",2014,AP,Accounts payable,737701,MORE DIRECT INC
,JOINT COMMMITTEE ON TAXATION,2014Q1,EQUIPMENT,18-Feb,MORE DIRECT INC,1/29/14,1/28/15,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,413.50",FISCAL YEAR 2014,AP,Accounts payable,E0117998,MORE DIRECT INC
S001177,HON. GREGORIO SABLAN,2015Q1,EQUIPMENT,31-Mar,FILEMAKER INC,1/29/15,1/29/15,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,464.00",2014,AP,Accounts payable,784434,FILEMAKER INC
,JOINT COMMMITTEE ON TAXATION,2014Q1,EQUIPMENT,25-Feb,MORE DIRECT INC,2/6/14,2/6/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,495.00",FISCAL YEAR 2014,AP,Accounts payable,E0121297,MORE DIRECT INC
,JOINT COMMMITTEE ON TAXATION,2013Q4,EQUIPMENT,19-Dec,IPSWITCH INC,12/12/13,12/11/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,498.75",FISCAL YEAR 2014,AP,Accounts payable,E0094999,IPSWITCH INC
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,23-Sep,CITI PCARD-SOFTCHOICE CORPORAT,7/29/14,8/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,570.23",FISCAL YEAR 2014,AP,Accounts payable,752863,CITI PCARD-SOFTCHOICE CORPORAT
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,22-Dec,CITI PCARD-MSFT MICROSOFTSTORE,10/29/14,11/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,786.07",FISCAL YEAR 2015,AP,Accounts payable,768172,CITI PCARD-MSFT MICROSOFTSTORE
,"COMM ON SCIENCE, SPACE & TECH",2015Q1,EQUIPMENT,2-Jan,BERMAN DATABASE SYSTEMS,1/1/14,12/31/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,800.00",2014,AP,Accounts payable,E0231521,BERMAN DATABASE SYSTEMS
,COMM ON OVRSIGHT & GOVT REFORM,2014Q1,EQUIPMENT,28-Jan,BERMAN DATABASE SYSTEMS,1/1/14,12/31/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,800.00",2014,AP,Accounts payable,E0110533,BERMAN DATABASE SYSTEMS
,COMM ON OVRSIGHT & GOVT REFORM,2014Q2,EQUIPMENT,29-Apr,BERMAN DATABASE SYSTEMS,1/1/14,12/31/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,800.00",2014,AP,Accounts payable,E0145553,BERMAN DATABASE SYSTEMS
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,23-Sep,CITI PCARD-ZOHO CORPORATION,7/29/14,8/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,800.00",FISCAL YEAR 2014,AP,Accounts payable,752863,CITI PCARD-ZOHO CORPORATION
,HOUSE ADMINISTRATION,2015Q1,EQUIPMENT,20-Jan,CITI PCARD-CARAHSOFT TECHNOLOGY C,11/29/14,12/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,864.60",2014,AP,Accounts payable,772401,CITI PCARD-CARAHSOFT TECHNOLOGY C
,HOUSE ADMINISTRATION,2015Q1,EQUIPMENT,19-Feb,CITI PCARD-CARAHSOFT TECHNOLOGY C,12/29/14,1/2/15,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,864.60",2014,AP,Accounts payable,775819,CITI PCARD-CARAHSOFT TECHNOLOGY C
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q4,EQUIPMENT,25-Nov,OFFICE TRACKER,11/12/14,11/12/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$1,985.00",FISCAL YEAR 2015,AP,Accounts payable,763199,OFFICE TRACKER
,COMMITTEE ON FOREIGN AFFAIRS,2014Q4,EQUIPMENT,14-Nov,WALDEN WORKS,11/15/14,11/15/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$2,000.00",2014,AP,Accounts payable,E0214219,WALDEN WORKS
,CHIEF ADMIN OFCR OF THE HOUSE,2014Q3,EQUIPMENT,24-Aug,CITI PCARD-KK SYSTEMS,6/29/14,7/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$2,064.00",FISCAL YEAR 2014,AP,Accounts payable,747662,CITI PCARD-KK SYSTEMS
,HOUSE ADMINISTRATION,2014Q4,EQUIPMENT,21-Oct,CITI PCARD-CARAHSOFT TECHNOLOGY C,8/29/14,9/28/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$2,919.80",2014,AP,Accounts payable,757962,CITI PCARD-CARAHSOFT TECHNOLOGY C
G000566,HON. TREY GOWDY,2014Q2,EQUIPMENT,2-Apr,CAPITOL CONTENDER,4/1/14,4/1/15,"COMPUTER SOFTW PURCH LESS THAN $10,000","$2,955.00",2014,AP,Accounts payable,E0136189,CAPITOL CONTENDER
,HOMELAND SECURITY,2014Q4,EQUIPMENT,14-Oct,BERMAN DATABASE SYSTEMS,9/24/14,9/24/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$3,950.00",2014,AP,Accounts payable,E0204135,BERMAN DATABASE SYSTEMS
,CLERK OF THE HOUSE,2014Q3,EQUIPMENT,28-Aug,GALLERY SYSTEMS INC,7/9/14,7/9/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$4,000.00",FISCAL YEAR 2014,AP,Accounts payable,747992,GALLERY SYSTEMS INC
,COMMITTEE ON APPROPRIATIONS,2014Q1,EQUIPMENT,7-Mar,MORE DIRECT INC,2/27/14,2/27/14,"COMPUTER SOFTW PURCH LESS THAN $10,000","$4,162.05",FISCAL YEAR 2013,AP,Accounts payable,716701,MORE DIRECT INC
