BIOGUIDE_ID,OFFICE,QUARTER,CATEGORY,DATE,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,TRANSCODE,TRANSCODELONG,RECORDID,RECIP (orig.)
,DEMOCRATIC CAUCUS,2014Q3,PRINTING AND REPRODUCTION,24-Aug,CITI PCARD-FACEBOOK,6/29/14,7/28/14,ADVERTISEMENTS,"$3,103.57",2014,AP,Accounts payable,747662,CITI PCARD-FACEBOOK
D000622,HON. TAMMY DUCKWORTH,2014Q2,PRINTING AND REPRODUCTION,19-Jun,CITI PCARD-FACEBK,4/29/14,5/28/14,ADVERTISEMENTS,"$3,121.98",2014,AP,Accounts payable,737272,CITI PCARD-FACEBK
M001189,HON. LUKE MESSER,2015Q1,PRINTING AND REPRODUCTION,31-Mar,FRANKING GRID LLC,5/20/14,8/31/14,ADVERTISEMENTS,"$3,171.94",2014,AP,Accounts payable,E0262854,FRANKING GRID LLC
O000170,"HON. BETO O""ROURKE",2014Q3,PRINTING AND REPRODUCTION,23-Sep,CITI PCARD-FACEBOOK,7/29/14,8/28/14,ADVERTISEMENTS,"$3,271.11",2014,AP,Accounts payable,752863,CITI PCARD-FACEBOOK
S001191,HON. KYRSTEN SINEMA,2014Q3,PRINTING AND REPRODUCTION,9-Jul,ICONSTITUENT LLC,5/16/14,5/28/14,ADVERTISEMENTS,"$3,282.48",2014,AP,Accounts payable,E0171810,ICONSTITUENT LLC
C001062,HON. K. MICHAEL CONAWAY,2014Q3,PRINTING AND REPRODUCTION,19-Aug,FIRESIDE21,7/9/14,7/9/14,ADVERTISEMENTS,"$3,300.00",2014,AP,Accounts payable,E0185571,FIRESIDE21
B001286,HON. CHERI BUSTOS,2014Q3,PRINTING AND REPRODUCTION,12-Sep,"NOBLE, MARK",6/3/14,8/3/14,ADVERTISEMENTS,"$3,312.21",2014,AP,Accounts payable,E0194563,"NOBLE, MARK"
F000043,HON. CHAKA FATTAH,2015Q1,PRINTING AND REPRODUCTION,28-Jan,HON. CHAKA FATTAH,11/25/14,12/31/14,ADVERTISEMENTS,"$3,335.72",2014,AP,Accounts payable,E0240640,HON. CHAKA FATTAH
M001184,HON. THOMAS MASSIE,2015Q1,PRINTING AND REPRODUCTION,20-Jan,CITI PCARD-FACEBK,11/29/14,12/28/14,ADVERTISEMENTS,"$3,361.36",2014,AP,Accounts payable,772401,CITI PCARD-FACEBK
N000185,HON. RICHARD B. NUGENT,2014Q2,PRINTING AND REPRODUCTION,15-May,WVLG-AM 640,4/1/14,4/15/14,ADVERTISEMENTS,"$3,362.00",2014,AP,Accounts payable,E0151336,WVLG-AM 640
F000448,HON. TRENT FRANKS,2014Q3,PRINTING AND REPRODUCTION,15-Jul,TELE TOWN HALL LLC,5/8/14,5/8/14,ADVERTISEMENTS,"$3,465.00",2014,AP,Accounts payable,E0174100,TELE TOWN HALL LLC
R000598,HON. KEITH J. ROTHFUS,2014Q3,PRINTING AND REPRODUCTION,31-Jul,FRANKINGGRID,2/22/14,5/20/14,ADVERTISEMENTS,"$3,500.00",2014,AP,Accounts payable,E0179546,FRANKINGGRID
F000445,HON. J. RANDY FORBES,2014Q3,PRINTING AND REPRODUCTION,24-Aug,CITI PCARD-FACEBK,6/29/14,7/28/14,ADVERTISEMENTS,"$3,559.90",2014,AP,Accounts payable,747662,CITI PCARD-FACEBK
C001036,HON. LOIS CAPPS,2014Q3,PRINTING AND REPRODUCTION,7-Aug,CCS INC,7/28/14,7/28/14,ADVERTISEMENTS,"$3,786.20",2014,AP,Accounts payable,743113,CCS INC
M001191,HON. PATRICK MURPHY,2014Q3,PRINTING AND REPRODUCTION,12-Sep,BRIAN FRANKLIN,8/5/14,8/5/14,ADVERTISEMENTS,"$3,811.00",2014,AP,Accounts payable,E0194029,BRIAN FRANKLIN
C001036,HON. LOIS CAPPS,2014Q3,PRINTING AND REPRODUCTION,31-Jul,CCS INC,7/23/14,7/23/14,ADVERTISEMENTS,"$3,841.60",2014,AP,Accounts payable,742784,CCS INC
L000576,HON. BILLY LONG,2014Q1,PRINTING AND REPRODUCTION,21-Feb,FRANKING GRID LLC,1/10/14,3/31/14,ADVERTISEMENTS,"$4,000.00",2014,AP,Accounts payable,E0119776,FRANKING GRID LLC
P000605,HON. SCOTT PERRY,2014Q2,PRINTING AND REPRODUCTION,11-Jun,BEACON IT SERVICES LLC,5/28/14,5/28/14,ADVERTISEMENTS,"$4,000.00",2014,AP,Accounts payable,E0162435,BEACON IT SERVICES LLC
L000576,HON. BILLY LONG,2014Q3,PRINTING AND REPRODUCTION,15-Jul,FRANKING GRID LLC,4/1/14,6/30/14,ADVERTISEMENTS,"$4,000.00",2014,AP,Accounts payable,E0174699,FRANKING GRID LLC
B001283,HON. JIM BRIDENSTINE,2014Q3,PRINTING AND REPRODUCTION,24-Aug,CITI PCARD-GOOGLE ADWS,6/29/14,7/28/14,ADVERTISEMENTS,"$4,001.31",2014,AP,Accounts payable,747662,CITI PCARD-GOOGLE ADWS
C001036,HON. LOIS CAPPS,2014Q2,PRINTING AND REPRODUCTION,30-Jun,CCS INC,6/23/14,6/23/14,ADVERTISEMENTS,"$4,075.20",2014,AP,Accounts payable,737682,CCS INC
B001284,HON. SUSAN W. BROOKS,2014Q1,PRINTING AND REPRODUCTION,28-Mar,DIGITAL FRANKING LLC,1/24/14,1/31/14,ADVERTISEMENTS,"$4,200.00",2014,AP,Accounts payable,E0132884,DIGITAL FRANKING LLC
B001279,HON. RON BARBER,2014Q2,PRINTING AND REPRODUCTION,24-Jun,"COX,JENNIFER E",1/24/14,5/7/14,ADVERTISEMENTS,"$4,249.92",2014,AP,Accounts payable,E0167392,"COX,JENNIFER E"
B001283,HON. JIM BRIDENSTINE,2014Q2,PRINTING AND REPRODUCTION,21-Apr,CITI PCARD-FACEBK,3/1/14,3/28/14,ADVERTISEMENTS,"$4,293.47",2014,AP,Accounts payable,726853,CITI PCARD-FACEBK
T000469,HON. PAUL D. TONKO,2014Q3,PRINTING AND REPRODUCTION,28-Jul,"BRITT,CLINTON B",7/22/14,7/22/14,ADVERTISEMENTS,"$4,418.70",2014,AP,Accounts payable,E0178425,"BRITT,CLINTON B"
M001171,HON. DANIEL B. MAFFEI,2014Q1,PRINTING AND REPRODUCTION,21-Feb,CITI PCARD-SYRACUSE MEDIA GROUP,1/3/14,1/28/14,ADVERTISEMENTS,"$4,700.00",2014,AP,Accounts payable,715879,CITI PCARD-SYRACUSE MEDIA GROUP
O000170,"HON. BETO O""ROURKE",2014Q2,PRINTING AND REPRODUCTION,19-Jun,CITI PCARD-FACEBK,4/29/14,5/28/14,ADVERTISEMENTS,"$4,759.67",2014,AP,Accounts payable,737272,CITI PCARD-FACEBK
L000480,HON. NITA N. LOWEY,2014Q3,PRINTING AND REPRODUCTION,20-Aug,"STANLEY, ELIZABETH G",6/27/14,8/3/14,ADVERTISEMENTS,"$4,904.73",2014,AP,Accounts payable,E0186685,"STANLEY, ELIZABETH G"
M001171,HON. DANIEL B. MAFFEI,2014Q3,PRINTING AND REPRODUCTION,24-Aug,CITI PCARD-SYRACUSE MEDIA GROUP,6/29/14,7/28/14,ADVERTISEMENTS,"$4,915.00",2014,AP,Accounts payable,747662,CITI PCARD-SYRACUSE MEDIA GROUP
K000368,HON. ANN KIRKPATRICK,2014Q2,PRINTING AND REPRODUCTION,19-Jun,CITI PCARD-KTNN RADIO STATION,4/29/14,5/28/14,ADVERTISEMENTS,"$4,961.25",2014,AP,Accounts payable,737272,CITI PCARD-KTNN RADIO STATION
P000588,HON. STEVAN PEARCE,2015Q1,PRINTING AND REPRODUCTION,8-Jan,CUMULUS MEDIA,12/8/14,12/18/14,ADVERTISEMENTS,"$4,986.20",2014,AP,Accounts payable,E0231057,CUMULUS MEDIA
D000612,HON. JEFF DENHAM,2015Q1,PRINTING AND REPRODUCTION,21-Jan,REVOLVIS CONSULTING INC,12/18/14,1/1/15,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0237814,REVOLVIS CONSULTING INC
L000578,HON. DOUG LAMALFA,2015Q1,PRINTING AND REPRODUCTION,27-Feb,FRANKING GRID LLC,11/23/14,11/23/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0251903,FRANKING GRID LLC
R000586,HON. JAMES B. RENACCI,2015Q1,PRINTING AND REPRODUCTION,13-Jan,FRANKING GRID LLC,12/8/14,12/31/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0234647,FRANKING GRID LLC
V000108,HON. PETER J. VISCLOSKY,2015Q1,PRINTING AND REPRODUCTION,30-Jan,THE TIMES,12/17/14,12/17/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0239800,THE TIMES
B001284,HON. SUSAN W. BROOKS,2014Q1,PRINTING AND REPRODUCTION,28-Mar,DIGITAL FRANKING LLC,1/22/14,1/31/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0132882,DIGITAL FRANKING LLC
H001067,HON. RICHARD HUDSON,2014Q1,PRINTING AND REPRODUCTION,25-Mar,FRANKING GRID LLC,1/23/14,2/5/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,717203,FRANKING GRID LLC
R000586,HON. JAMES B. RENACCI,2014Q1,PRINTING AND REPRODUCTION,18-Mar,FRANKING GRID LLC,1/9/14,2/5/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0129022,FRANKING GRID LLC
J000292,HON. BILL JOHNSON,2014Q2,PRINTING AND REPRODUCTION,9-Jun,FRANKING GRID LLC,5/30/14,7/31/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0160698,FRANKING GRID LLC
N000185,HON. RICHARD B. NUGENT,2014Q2,PRINTING AND REPRODUCTION,29-Apr,WWJB RADIO,4/1/14,4/13/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0145065,WWJB RADIO
B001287,HON. AMI BERA,2014Q3,PRINTING AND REPRODUCTION,17-Jul,ONTARIO STREET DIGITAL LLC,3/27/14,3/27/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0175217,ONTARIO STREET DIGITAL LLC
B001274,HON. MO BROOKS,2014Q3,PRINTING AND REPRODUCTION,1-Aug,ICONSTITUENT LLC,7/1/14,8/5/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0179884,ICONSTITUENT LLC
D000619,HON. RODNEY DAVIS,2014Q3,PRINTING AND REPRODUCTION,5-Aug,FRANKING GRID LLC,4/30/14,8/4/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0180710,FRANKING GRID LLC
E000291,HON. RENEE L. ELLMERS,2014Q3,PRINTING AND REPRODUCTION,16-Jul,FRANKING GRID LLC,1/9/14,2/5/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0175282,FRANKING GRID LLC
N000185,HON. RICHARD B. NUGENT,2014Q3,PRINTING AND REPRODUCTION,8-Aug,WWJB RADIO,7/11/14,7/19/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0182931,WWJB RADIO
S001187,HON. STEVE STIVERS,2014Q3,PRINTING AND REPRODUCTION,15-Jul,"KUHN, ADAM",6/25/14,7/1/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0173252,"KUHN, ADAM"
D000612,HON. JEFF DENHAM,2014Q4,PRINTING AND REPRODUCTION,16-Oct,ACQUIRE DIGITAL LLC,7/21/14,7/21/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0201488,ACQUIRE DIGITAL LLC
T000459,HON. LEE TERRY,2014Q4,PRINTING AND REPRODUCTION,6-Oct,FRANKING GRID LLC,1/23/14,2/12/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0201782,FRANKING GRID LLC
V000129,HON. DAVID G. VALADAO,2014Q4,PRINTING AND REPRODUCTION,22-Dec,FRANKING GROUP ONLINE,12/19/14,12/19/14,ADVERTISEMENTS,"$5,000.00",2014,AP,Accounts payable,E0229278,FRANKING GROUP ONLINE
N000185,HON. RICHARD B. NUGENT,2014Q2,PRINTING AND REPRODUCTION,29-Apr,WSKY-FM,3/31/14,4/15/14,ADVERTISEMENTS,"$5,025.00",2014,AP,Accounts payable,E0145067,WSKY-FM
B001285,HON. JULIA BROWNLEY,2014Q1,PRINTING AND REPRODUCTION,24-Jan,"YOUNG, LEONARD P",12/13/13,1/4/14,ADVERTISEMENTS,"$5,140.18",2014,AP,Accounts payable,E0107120,"YOUNG, LEONARD P"
B001273,HON. DIANE BLACK,2014Q2,PRINTING AND REPRODUCTION,12-Jun,DIGITAL FRANKING LLC,3/7/14,3/7/14,ADVERTISEMENTS,"$5,335.56",2014,AP,Accounts payable,E0162677,DIGITAL FRANKING LLC
O000170,"HON. BETO O""ROURKE",2014Q4,PRINTING AND REPRODUCTION,22-Dec,CITI PCARD-FACEBOOK,10/29/14,11/28/14,ADVERTISEMENTS,"$5,564.62",2014,AP,Accounts payable,768172,CITI PCARD-FACEBOOK
M001189,HON. LUKE MESSER,2014Q3,PRINTING AND REPRODUCTION,24-Aug,CITI PCARD-EMMIS INDIANAPOLIS RAD,6/29/14,7/28/14,ADVERTISEMENTS,"$5,699.00",2014,AP,Accounts payable,747662,CITI PCARD-EMMIS INDIANAPOLIS RAD
B001283,HON. JIM BRIDENSTINE,2015Q1,PRINTING AND REPRODUCTION,20-Jan,CITI PCARD-TULSA RADIO,11/29/14,12/28/14,ADVERTISEMENTS,"$5,849.25",2014,AP,Accounts payable,772401,CITI PCARD-TULSA RADIO
F000445,HON. J. RANDY FORBES,2014Q1,PRINTING AND REPRODUCTION,21-Mar,CITI PCARD-FACEBK,1/29/14,2/28/14,ADVERTISEMENTS,"$5,880.55",2014,AP,Accounts payable,721607,CITI PCARD-FACEBK
Q000023,HON. MIKE QUIGLEY,2014Q4,PRINTING AND REPRODUCTION,5-Dec,FIRESIDE21,10/17/14,10/17/14,ADVERTISEMENTS,"$5,882.45",2014,AP,Accounts payable,E0221878,FIRESIDE21
O000170,"HON. BETO O""ROURKE",2015Q1,PRINTING AND REPRODUCTION,20-Jan,CITI PCARD-FACEBK,11/29/14,12/28/14,ADVERTISEMENTS,"$6,184.35",2014,AP,Accounts payable,772401,CITI PCARD-FACEBK
G000562,HON. CORY GARDNER,2014Q3,PRINTING AND REPRODUCTION,17-Sep,FRANKING GRID LLC,7/24/14,8/6/14,ADVERTISEMENTS,"$6,350.00",2014,AP,Accounts payable,E0196003,FRANKING GRID LLC
G000559,HON. JOHN GARAMENDI,2014Q2,PRINTING AND REPRODUCTION,30-Apr,ICONSTITUENT LLC,3/4/14,3/4/14,ADVERTISEMENTS,"$6,500.00",2014,AP,Accounts payable,E0146019,ICONSTITUENT LLC
G000559,HON. JOHN GARAMENDI,2014Q2,PRINTING AND REPRODUCTION,30-Apr,ICONSTITUENT LLC,2/27/14,2/27/14,ADVERTISEMENTS,"$6,500.00",2014,AP,Accounts payable,E0146026,ICONSTITUENT LLC
B001284,HON. SUSAN W. BROOKS,2014Q3,PRINTING AND REPRODUCTION,22-Sep,FRANKING GROUP ONLINE,7/1/14,8/6/14,ADVERTISEMENTS,"$6,500.00",2014,AP,Accounts payable,E0197613,FRANKING GROUP ONLINE
H001065,HON. GEORGE HOLDING,2014Q3,PRINTING AND REPRODUCTION,15-Jul,AGENCY 7 INC,6/1/14,6/30/14,ADVERTISEMENTS,"$6,617.30",2014,AP,Accounts payable,738304,AGENCY 7 INC
D000622,HON. TAMMY DUCKWORTH,2014Q3,PRINTING AND REPRODUCTION,24-Aug,CITI PCARD-FACEBOOK,6/29/14,7/28/14,ADVERTISEMENTS,"$6,640.55",2014,AP,Accounts payable,747662,CITI PCARD-FACEBOOK
O000170,"HON. BETO O""ROURKE",2014Q3,PRINTING AND REPRODUCTION,24-Aug,CITI PCARD-FACEBOOK,6/29/14,7/28/14,ADVERTISEMENTS,"$6,899.71",2014,AP,Accounts payable,747662,CITI PCARD-FACEBOOK
B001284,HON. SUSAN W. BROOKS,2015Q1,PRINTING AND REPRODUCTION,21-Jan,FRANKING GROUP ONLINE,12/22/14,12/22/14,ADVERTISEMENTS,"$6,900.00",2014,AP,Accounts payable,E0237633,FRANKING GROUP ONLINE
D000614,HON. SEAN P. DUFFY,2014Q2,PRINTING AND REPRODUCTION,28-May,FRANKING GROUP ONLINE,4/26/14,4/26/14,ADVERTISEMENTS,"$7,000.00",2014,AP,Accounts payable,E0156509,FRANKING GROUP ONLINE
R000598,HON. KEITH J. ROTHFUS,2014Q3,PRINTING AND REPRODUCTION,30-Jul,FRANKINGGRID,1/8/14,2/18/14,ADVERTISEMENTS,"$7,000.00",2014,AP,Accounts payable,E0179547,FRANKINGGRID
S001192,HON. CHRIS STEWART,2014Q3,PRINTING AND REPRODUCTION,14-Aug,FRANKING GROUP ONLINE,6/1/14,6/30/14,ADVERTISEMENTS,"$7,000.00",2014,AP,Accounts payable,E0184327,FRANKING GROUP ONLINE
D000621,HON. RON DESANTIS,2014Q2,PRINTING AND REPRODUCTION,23-May,FRANKING GRID LLC,1/9/14,3/31/14,ADVERTISEMENTS,"$7,500.00",2014,AP,Accounts payable,E0155189,FRANKING GRID LLC
S001176,HON. STEVE SCALISE,2014Q3,PRINTING AND REPRODUCTION,2-Sep,SALIENT MG,7/29/14,7/29/14,ADVERTISEMENTS,"$8,155.44",2014,AP,Accounts payable,E0187668,SALIENT MG
F000445,HON. J. RANDY FORBES,2014Q3,PRINTING AND REPRODUCTION,21-Jul,CITI PCARD-FACEBK,5/29/14,6/28/14,ADVERTISEMENTS,"$8,405.46",2014,AP,Accounts payable,742465,CITI PCARD-FACEBK
C001072,HON. ANDRE CARSON,2014Q3,PRINTING AND REPRODUCTION,10-Sep,ECHOPOINT MEDIA,7/28/14,8/5/14,ADVERTISEMENTS,"$9,205.45",2014,AP,Accounts payable,E0192383,ECHOPOINT MEDIA
S001189,HON. AUSTIN SCOTT,2014Q1,PRINTING AND REPRODUCTION,4-Mar,AGENCY SEVEN INC,1/1/14,1/31/14,ADVERTISEMENTS,"$9,500.00",2014,AP,Accounts payable,E0122417,AGENCY SEVEN INC
R000580,HON. PETER J. ROSKAM,2014Q4,PRINTING AND REPRODUCTION,22-Oct,FRANKINGGRID,6/30/14,6/30/14,ADVERTISEMENTS,"$9,625.00",2014,AP,Accounts payable,E0207588,FRANKINGGRID
B001275,HON. LARRY BUCSHON,2014Q3,PRINTING AND REPRODUCTION,18-Jul,FRANKING GRID LLC,6/1/14,7/4/14,ADVERTISEMENTS,"$9,950.00",2014,AP,Accounts payable,E0175005,FRANKING GRID LLC
B001275,HON. LARRY BUCSHON,2014Q3,PRINTING AND REPRODUCTION,7-Aug,FRANKING GRID LLC,7/1/14,8/6/14,ADVERTISEMENTS,"$9,950.00",2014,AP,Accounts payable,E0181549,FRANKING GRID LLC
M001182,HON. MICK MULVANEY,2014Q1,PRINTING AND REPRODUCTION,19-Feb,ICONSTITUENT LLC,1/8/14,8/6/14,ADVERTISEMENTS,"$10,000.00",2014,AP,Accounts payable,E0119056,ICONSTITUENT LLC
R000592,HON. TODD ROKITA,2014Q3,PRINTING AND REPRODUCTION,17-Jul,NEBO MEDIA INC,6/9/14,6/15/14,ADVERTISEMENTS,"$10,120.00",2014,AP,Accounts payable,E0175070,NEBO MEDIA INC
C001075,HON. BILL CASSIDY,2014Q2,PRINTING AND REPRODUCTION,9-Apr,LOUISIANA NETWORK,3/18/14,3/24/14,ADVERTISEMENTS,"$10,298.82",2014,AP,Accounts payable,E0139341,LOUISIANA NETWORK
B001281,HON. JOYCE BEATTY,2014Q3,PRINTING AND REPRODUCTION,24-Aug,CITI PCARD-COLUMBUS DISP/THISWEEK,6/29/14,7/28/14,ADVERTISEMENTS,"$10,299.80",2014,AP,Accounts payable,747662,CITI PCARD-COLUMBUS DISP/THISWEEK
R000580,HON. PETER J. ROSKAM,2014Q4,PRINTING AND REPRODUCTION,20-Nov,FRANKING GRID LLC,7/1/14,7/21/14,ADVERTISEMENTS,"$10,375.00",2014,AP,Accounts payable,E0216466,FRANKING GRID LLC
D000610,HON. THEODORE E. DEUTCH,2014Q3,PRINTING AND REPRODUCTION,13-Aug,PATRIOT CONTACT INC,5/22/14,5/22/14,ADVERTISEMENTS,"$10,646.70",2014,AP,Accounts payable,E0184557,PATRIOT CONTACT INC
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2015Q1,PRINTING AND REPRODUCTION,20-Feb,FRANK LLC,12/29/14,12/29/14,ADVERTISEMENTS,"$10,883.00",2014,AP,Accounts payable,E0245870,FRANK LLC
D000612,HON. JEFF DENHAM,2014Q2,PRINTING AND REPRODUCTION,6-Jun,NEBO MEDIA INC,2/26/14,3/5/14,ADVERTISEMENTS,"$11,120.00",2014,AP,Accounts payable,E0160172,NEBO MEDIA INC
R000592,HON. TODD ROKITA,2014Q1,PRINTING AND REPRODUCTION,10-Feb,NEBO MEDIA INC,1/30/14,2/5/14,ADVERTISEMENTS,"$12,631.30",2014,AP,Accounts payable,E0115227,NEBO MEDIA INC
R000570,HON. PAUL RYAN,2014Q2,PRINTING AND REPRODUCTION,3-Jun,WILSON GRAND COMMUNICATIONS,3/11/14,3/17/14,ADVERTISEMENTS,"$13,419.25",2014,AP,Accounts payable,E0158399,WILSON GRAND COMMUNICATIONS
R000592,HON. TODD ROKITA,2014Q4,PRINTING AND REPRODUCTION,18-Nov,NEBO MEDIA INC,7/30/14,8/5/14,ADVERTISEMENTS,"$14,976.00",2014,AP,Accounts payable,E0214709,NEBO MEDIA INC
D000612,HON. JEFF DENHAM,2015Q1,PRINTING AND REPRODUCTION,23-Feb,REVOLVIS CONSULTING INC,12/18/14,1/1/15,ADVERTISEMENTS,"$15,000.00",2014,AP,Accounts payable,778367,REVOLVIS CONSULTING INC
K000376,HON. MIKE KELLY,2014Q3,PRINTING AND REPRODUCTION,11-Sep,FRANKINGGRID,5/21/14,8/6/14,ADVERTISEMENTS,"$15,000.00",2014,AP,Accounts payable,E0193009,FRANKINGGRID
B001262,HON. PAUL C. BROUN,2014Q1,PRINTING AND REPRODUCTION,4-Mar,CAPITAL MAIL SERVICES LLC,1/16/14,1/20/14,ADVERTISEMENTS,"$15,126.40",2014,AP,Accounts payable,E0122413,CAPITAL MAIL SERVICES LLC
C001077,HON. MIKE COFFMAN,2014Q3,PRINTING AND REPRODUCTION,17-Sep,FRANKING GRID LLC,4/1/14,6/30/14,ADVERTISEMENTS,"$15,180.60",2014,AP,Accounts payable,E0196000,FRANKING GRID LLC
K000368,HON. ANN KIRKPATRICK,2014Q2,PRINTING AND REPRODUCTION,9-Apr,SCREEN STRATEGIES MEDIA,4/7/14,4/13/14,ADVERTISEMENTS,"$15,658.00",2014,AP,Accounts payable,E0139666,SCREEN STRATEGIES MEDIA
K000368,HON. ANN KIRKPATRICK,2014Q2,PRINTING AND REPRODUCTION,10-Apr,SCREEN STRATEGIES MEDIA,4/14/14,4/20/14,ADVERTISEMENTS,"$15,658.00",2014,AP,Accounts payable,E0139667,SCREEN STRATEGIES MEDIA
K000368,HON. ANN KIRKPATRICK,2014Q2,PRINTING AND REPRODUCTION,9-May,SCREEN STRATEGIES MEDIA,5/12/14,5/18/14,ADVERTISEMENTS,"$15,658.00",2014,AP,Accounts payable,E0150380,SCREEN STRATEGIES MEDIA
K000368,HON. ANN KIRKPATRICK,2014Q2,PRINTING AND REPRODUCTION,9-May,SCREEN STRATEGIES MEDIA,5/19/14,5/25/14,ADVERTISEMENTS,"$15,658.00",2014,AP,Accounts payable,E0150386,SCREEN STRATEGIES MEDIA
C001063,HON. HENRY CUELLAR,2014Q3,PRINTING AND REPRODUCTION,1-Aug,THE DAVIS GROUP INC,7/1/14,7/31/14,ADVERTISEMENTS,"$15,667.40",2014,AP,Accounts payable,E0180505,THE DAVIS GROUP INC
K000368,HON. ANN KIRKPATRICK,2014Q1,PRINTING AND REPRODUCTION,19-Feb,SCREEN STRATEGIES MEDIA,1/23/14,1/29/14,ADVERTISEMENTS,"$15,858.00",2014,AP,Accounts payable,E0120415,SCREEN STRATEGIES MEDIA
H001065,HON. GEORGE HOLDING,2014Q4,PRINTING AND REPRODUCTION,22-Oct,AGENCY 7 INC,7/1/14,8/6/14,ADVERTISEMENTS,"$16,654.27",2014,AP,Accounts payable,E0208068,AGENCY 7 INC
M001189,HON. LUKE MESSER,2014Q4,PRINTING AND REPRODUCTION,7-Oct,FRANKING GRID LLC,5/20/14,8/31/14,ADVERTISEMENTS,"$16,871.19",2014,AP,Accounts payable,E0202407,FRANKING GRID LLC
C001077,HON. MIKE COFFMAN,2014Q3,PRINTING AND REPRODUCTION,17-Sep,FRANKING GRID LLC,3/11/14,8/6/14,ADVERTISEMENTS,"$16,996.28",2014,AP,Accounts payable,E0195996,FRANKING GRID LLC
D000612,HON. JEFF DENHAM,2014Q4,PRINTING AND REPRODUCTION,11-Dec,REVOLVIS CONSULTING INC,11/7/14,12/31/14,ADVERTISEMENTS,"$20,000.00",2014,AP,Accounts payable,E0224355,REVOLVIS CONSULTING INC
C001063,HON. HENRY CUELLAR,2014Q3,PRINTING AND REPRODUCTION,1-Aug,THE DAVIS GROUP INC,6/1/14,6/30/14,ADVERTISEMENTS,"$20,289.15",2014,AP,Accounts payable,E0180503,THE DAVIS GROUP INC
W000812,HON. ANN WAGNER,2014Q4,PRINTING AND REPRODUCTION,12-Nov,FRANKING GRID LLC,2/1/14,4/30/14,ADVERTISEMENTS,"$21,359.18",2014,AP,Accounts payable,E0212900,FRANKING GRID LLC
C001051,HON. JOHN R. CARTER,2014Q1,PRINTING AND REPRODUCTION,13-Mar,COMMUNITY IMPACT NEWSPAPER,3/1/14,7/1/14,ADVERTISEMENTS,"$21,498.10",2014,AP,Accounts payable,E0127293,COMMUNITY IMPACT NEWSPAPER
R000598,HON. KEITH J. ROTHFUS,2015Q1,PRINTING AND REPRODUCTION,12-Jan,FRANKING GRID LLC,5/21/14,8/6/14,ADVERTISEMENTS,"$21,500.00",2014,AP,Accounts payable,E0234301,FRANKING GRID LLC
H001065,HON. GEORGE HOLDING,2015Q1,PRINTING AND REPRODUCTION,28-Jan,AGENCY 7 INC,11/1/14,12/31/14,ADVERTISEMENTS,"$24,351.68",2014,AP,Accounts payable,E0240558,AGENCY 7 INC
B001287,HON. AMI BERA,2014Q3,PRINTING AND REPRODUCTION,7-Aug,ONTARIO STREET DIGITAL LLC,6/19/14,8/5/14,ADVERTISEMENTS,"$25,000.00",2014,AP,Accounts payable,E0182297,ONTARIO STREET DIGITAL LLC
D000619,HON. RODNEY DAVIS,2014Q3,PRINTING AND REPRODUCTION,5-Aug,FRANKING GRID LLC,4/30/14,8/4/14,ADVERTISEMENTS,"$25,000.00",2014,AP,Accounts payable,E0180706,FRANKING GRID LLC
D000616,HON. SCOTT DESJARLAIS,2014Q3,PRINTING AND REPRODUCTION,22-Sep,FRANKINGGRID,7/1/14,8/6/14,ADVERTISEMENTS,"$25,000.00",2014,AP,Accounts payable,E0197832,FRANKINGGRID
Y000064,HON. TODD C. YOUNG,2014Q3,PRINTING AND REPRODUCTION,7-Aug,FRANKING GRID LLC,5/6/14,8/4/14,ADVERTISEMENTS,"$25,000.00",2014,AP,Accounts payable,E0181520,FRANKING GRID LLC
R000587,HON. REID J. RIBBLE,2014Q2,PRINTING AND REPRODUCTION,25-Jun,FRANKING GRID LLC,3/28/14,5/14/14,ADVERTISEMENTS,"$30,000.00",2014,AP,Accounts payable,E0167390,FRANKING GRID LLC
